match_id,season_id,league_id,matchday,home_team_id,away_team_id,winner,utc_date
444320,2,2,7,35,28,AWAY_TEAM,2023-09-30
444315,2,2,7,25,33,HOME_TEAM,2023-10-01
444323,2,2,7,32,27,DRAW,2023-10-01
444314,2,2,7,24,29,DRAW,2023-10-01
444319,2,2,7,23,36,HOME_TEAM,2023-10-01
444321,2,2,7,37,40,AWAY_TEAM,2023-10-02
444322,2,2,7,38,34,DRAW,2023-10-02
444316,2,2,7,22,26,HOME_TEAM,2023-10-02
444325,2,2,8,33,32,DRAW,2023-10-06
444331,2,2,8,39,37,DRAW,2023-10-06
444328,2,2,8,28,25,DRAW,2023-10-07
444329,2,2,8,29,38,HOME_TEAM,2023-10-07
444327,2,2,8,27,21,AWAY_TEAM,2023-10-07
444332,2,2,8,40,35,HOME_TEAM,2023-10-08
444326,2,2,8,36,34,HOME_TEAM,2023-10-08
444330,2,2,8,30,24,HOME_TEAM,2023-10-08
444324,2,2,8,26,23,AWAY_TEAM,2023-10-08
444333,2,2,8,31,22,AWAY_TEAM,2023-10-08
444337,2,2,9,34,31,AWAY_TEAM,2023-10-21
444342,2,2,9,38,28,AWAY_TEAM,2023-10-21
444341,2,2,9,37,30,AWAY_TEAM,2023-10-21
444339,2,2,9,23,40,HOME_TEAM,2023-10-22
444335,2,2,9,25,36,HOME_TEAM,2023-10-22
444340,2,2,9,35,26,DRAW,2023-10-22
444334,2,2,9,24,27,HOME_TEAM,2023-10-22
444338,2,2,9,21,29,AWAY_TEAM,2023-10-22
444343,2,2,9,32,39,DRAW,2023-10-23
444336,2,2,9,22,33,AWAY_TEAM,2023-10-23
444346,2,2,10,27,35,HOME_TEAM,2023-10-27
444353,2,2,10,37,25,DRAW,2023-10-28
444350,2,2,10,39,38,AWAY_TEAM,2023-10-28
444348,2,2,10,29,34,HOME_TEAM,2023-10-28
444344,2,2,10,26,36,HOME_TEAM,2023-10-29
444351,2,2,10,40,32,DRAW,2023-10-29
444347,2,2,10,28,23,HOME_TEAM,2023-10-29
444352,2,2,10,31,21,DRAW,2023-10-29
444345,2,2,10,33,24,AWAY_TEAM,2023-10-30
444349,2,2,10,30,22,HOME_TEAM,2023-10-30
444355,2,2,11,25,30,HOME_TEAM,2023-11-03
444362,2,2,11,35,31,AWAY_TEAM,2023-11-04
444354,2,2,11,24,28,AWAY_TEAM,2023-11-04
444360,2,2,11,21,32,AWAY_TEAM,2023-11-04
444359,2,2,11,34,40,AWAY_TEAM,2023-11-05
444356,2,2,11,26,27,HOME_TEAM,2023-11-05
